Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Issue Created At,Issue Closed At,Closed By
ChicoState/ODIT,0,1,"As someone with IT skills, I want to sign up as an ODIT technician.",To Do,"VioletInferno,lcnorine",18-02-2020 17:49,None,None,New feature or request
ChicoState/ODIT,0,8,"As an ODIT technician, I want to sign in to my account when I visit the website.",To Do,"CodeMastr3,VioletInferno,lcnorine",18-02-2020 18:05,None,None,New feature or request
ChicoState/ODIT,0,23,"As a visitor to the website, I want to see pretty, enticing, visuals on the main page.",To Do,Asterisk007,08-03-2020 17:54,None,None,Moderately Easy (3-5 hours)
ChicoState/ODIT,0,2,"As a technician, I want to search for requests in the area of my specific experience.",To Do,lcnorine,18-02-2020 17:52,None,None,New feature or request
ChicoState/ODIT,0,22,"As an immensely cool individual, I wish to use darkmode when I visit this website.",To Do,Asterisk007,08-03-2020 17:39,None,None,Very Easy (under 2 hours)
ChicoState/ODIT,0,3,"As a registered ODIT technician, I want to be able to change/edit my area of expertise.",To Do,lcnorine,18-02-2020 17:53,None,None,New feature or request
ChicoState/ODIT,0,38,"As a technician, I want to get notifications about new requests by email.",To Do,"CodeMastr3,lcnorine",06-04-2020 13:33,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,37,"As a technician, I want to get notifications about new requests instantly via text message.",To Do,None,06-04-2020 13:30,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,3,"As a registered ODIT technician, I want to be able to change/edit my area of expertise.",To Do,lcnorine,18-02-2020 17:53,None,None,New feature or request
ChicoState/ODIT,0,18,"As a user who needs a technician to fix something in person, I want to find a technician in my local area.",To Do,VioletInferno,05-03-2020 09:59,None,None,Average Difficulty (7-10 hours)
ChicoState/ODIT,0,40,"As a technician, I want to be able to view each specific request that is assigned to me.",To Do,lcnorine,12-04-2020 11:11,None,None,Moderately Easy (3-5 hours)
ChicoState/ODIT,0,41,"As a technician, I want to be able to resolve a request once my work is done as well as give a resolution note so the customer and other technicians will know how I solved the problem.",To Do,VioletInferno,12-04-2020 11:19,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,24,"As a mobile user, I want the website to fit nicely on my small screen.",In Progress,Asterisk007,08-03-2020 17:56,None,None,Very Easy (under 2 hours)
ChicoState/ODIT,0,8,"As an ODIT technician, I want to sign in to my account when I visit the website.",In Progress,"CodeMastr3,VioletInferno,lcnorine",18-02-2020 18:05,None,None,New feature or request
ChicoState/ODIT,0,1,"As someone with IT skills, I want to sign up as an ODIT technician.",In Progress,"VioletInferno,lcnorine",18-02-2020 17:49,None,None,New feature or request
ChicoState/ODIT,0,28,"As a nontech person, I would like a picture/diagram to guide me through the submit process, including what to submit and how",In Progress,Asterisk007,09-03-2020 13:19,None,None,New feature or request
ChicoState/ODIT,0,24,"As a mobile user, I want the website to fit nicely on my small screen.",To Do,Asterisk007,08-03-2020 17:56,None,None,Very Easy (under 2 hours)
ChicoState/ODIT,0,7,"As a technician, I want to accept service requests.",To Do,lcnorine,18-02-2020 18:02,None,None,New feature or request
ChicoState/ODIT,0,28,"As a nontech person, I would like a picture/diagram to guide me through the submit process, including what to submit and how",To Do,Asterisk007,09-03-2020 13:19,None,None,New feature or request
ChicoState/ODIT,0,54,"As a user, I want the website to work reliably.",To Do,"CodeMastr3,VioletInferno,lcnorine",26-04-2020 16:32,None,None,Moderately Difficult (13-17 hours)
ChicoState/ODIT,0,41,"As a technician, I want to be able to resolve a request once my work is done as well as give a resolution note so the customer and other technicians will know how I solved the problem.",In Progress,VioletInferno,12-04-2020 11:19,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,53,"As a technician, I want to rate the users I've worked with.",To Do,"Asterisk007,lcnorine",26-04-2020 16:19,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,6,"As a user, I want to rate the quality of service for my last ODIT technician.",To Do,"Asterisk007,lcnorine",18-02-2020 17:58,None,None,New feature or request
ChicoState/ODIT,0,41,"As a technician, I want to be able to resolve a request once my work is done as well as give a resolution note so the customer and other technicians will know how I solved the problem.",To Do,VioletInferno,12-04-2020 11:19,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,43,"As a new user, I would like to see the password requirements on the sign up page.",In Progress,Asterisk007,13-04-2020 13:24,None,None,Very Easy (under 2 hours)
ChicoState/ODIT,0,45,As a user my preferred method of sign in is through google and would like to sign in with that,In Progress,CodeMastr3,13-04-2020 17:06,None,None,New feature or request
ChicoState/ODIT,0,40,"As a technician, I want to be able to view each specific request that is assigned to me.",In Progress,lcnorine,12-04-2020 11:11,None,None,Moderately Easy (3-5 hours)
ChicoState/ODIT,0,44,As a user who likes being able to look at my current and past issues I would like a place to look at them all,In Progress,Asterisk007,13-04-2020 13:25,None,None,New feature or request
ChicoState/ODIT,0,41,"As a technician, I want to be able to resolve a request once my work is done as well as give a resolution note so the customer and other technicians will know how I solved the problem.",In Progress,VioletInferno,12-04-2020 11:19,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,18,"As a user who needs a technician to fix something in person, I want to find a technician in my local area.",In Progress,VioletInferno,05-03-2020 09:59,None,None,Average Difficulty (7-10 hours)
ChicoState/ODIT,0,45,As a user my preferred method of sign in is through google and would like to sign in with that,To Do,CodeMastr3,13-04-2020 17:06,None,None,New feature or request
ChicoState/ODIT,0,44,As a user who likes being able to look at my current and past issues I would like a place to look at them all,To Do,Asterisk007,13-04-2020 13:25,None,None,New feature or request
ChicoState/ODIT,0,43,"As a new user, I would like to see the password requirements on the sign up page.",To Do,Asterisk007,13-04-2020 13:24,None,None,Very Easy (under 2 hours)
ChicoState/ODIT,0,42,"As a user, I want to be able to edit my request.",To Do,"Asterisk007,VioletInferno",12-04-2020 13:36,None,None,Easy (2-3 hours)
ChicoState/ODIT,0,54,"As a user, I want the website to work reliably.",In Progress,"CodeMastr3,VioletInferno,lcnorine",26-04-2020 16:32,None,None,Moderately Difficult (13-17 hours)
ChicoState/ODIT,0,54,"As a user, I want the website to work reliably.",In Progress,"CodeMastr3,VioletInferno,lcnorine",26-04-2020 16:32,None,None,Moderately Difficult (13-17 hours)
ChicoState/ODIT,0,53,"As a technician, I want to rate the users I've worked with.",To Do,"Asterisk007,lcnorine",26-04-2020 16:19,None,None,Easier than Average (5-7 hours)
ChicoState/ODIT,0,53,"As a technician, I want to rate the users I've worked with.",In Progress,"Asterisk007,lcnorine",26-04-2020 16:19,None,None,Easier than Average (5-7 hours)
