Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Issue Created At,Issue Closed At,Closed By
ChicoState/Booked,0,4,"As a team member, I want to know when another person finishes their task so I can plan around what is left to do",Done,toferwon,None,23-09-2020 12:25,07-12-2020 12:25,toferwon
ChicoState/Booked,0,3,As a teacher who frequently leads group projects I want to monitor my students progress so I can evaluate which students are participating in group work.,Done,toferwon,None,23-09-2020 12:25,07-12-2020 12:25,toferwon
ChicoState/Booked,0,2,As a student I want to become more motivated and excited to participate in group projects so I can enjoy the process instead of dreading it.,Done,toferwon,None,23-09-2020 12:25,07-12-2020 12:25,toferwon
ChicoState/Booked,0,1,As a group leader of a class project I want to be able to remind my group members in as little time as possible,Done,toferwon,None,23-09-2020 12:24,07-12-2020 12:25,toferwon
ChicoState/Booked,0,1,As a group leader of a class project I want to be able to remind my group members in as little time as possible,In progress,toferwon,None,23-09-2020 12:24,None,None
ChicoState/Booked,0,2,As a student I want to become more motivated and excited to participate in group projects so I can enjoy the process instead of dreading it.,To do,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,1,As a group leader of a class project I want to be able to remind my group members in as little time as possible,To do,toferwon,None,23-09-2020 12:24,None,None
ChicoState/Booked,0,23,as a user I want to be able to flexibly describe my project and break it down to its component tasks,In progress,None,None,08-11-2020 23:54,None,None
ChicoState/Booked,0,23,as a user I want to be able to flexibly describe my project and break it down to its component tasks,In progress,None,None,08-11-2020 23:54,None,None
ChicoState/Booked,0,23,as a user I want to be able to flexibly describe my project and break it down to its component tasks,In progress,None,None,08-11-2020 23:54,None,None
ChicoState/Booked,0,22,"As a user, I want to be able to modify my tasks including removing them.",In progress,toferwon,None,02-11-2020 12:05,None,None
ChicoState/Booked,0,22,"As a user, I want to be able to modify my tasks including removing them.",To do,toferwon,None,02-11-2020 12:05,None,None
ChicoState/Booked,0,21,"As a user, I want to be able to easily navigate a website",In progress,None,None,26-10-2020 12:14,None,None
ChicoState/Booked,0,14,"As a user on the internet, I want to have a secure login.",In progress,"kgbchambers,danielv1777",None,19-10-2020 12:38,None,None
ChicoState/Booked,0,15,As a user I want to create my own date types like estimated start or project completion date.,In progress,toferwon,None,19-10-2020 12:38,None,None
ChicoState/Booked,0,15,As a user I want to create my own date types like estimated start or project completion date.,To do,toferwon,None,19-10-2020 12:38,None,None
ChicoState/Booked,0,14,"As a user on the internet, I want to have a secure login.",In progress,"kgbchambers,danielv1777",None,19-10-2020 12:38,None,None
ChicoState/Booked,0,13,As an internet user I want to access the application from a web browser.,In progress,toferwon,None,19-10-2020 12:37,None,None
ChicoState/Booked,0,13,As an internet user I want to access the application from a web browser.,To do,toferwon,None,19-10-2020 12:37,None,None
ChicoState/Booked,0,11,"As a user, I want to be able to view my tasks",In progress,kgbchambers,None,07-10-2020 12:21,None,None
ChicoState/Booked,0,11,"As a user, I want to be able to view my tasks",To do,kgbchambers,None,07-10-2020 12:21,None,None
ChicoState/Booked,0,8,As a user I want to see when my task creation dates on a calendar.,In progress,toferwon,None,07-10-2020 11:19,None,None
ChicoState/Booked,0,8,As a user I want to see when my task creation dates on a calendar.,To do,toferwon,None,07-10-2020 11:19,None,None
ChicoState/Booked,0,8,As a user I want to see when my task creation dates on a calendar.,In progress,toferwon,None,07-10-2020 11:19,None,None
ChicoState/Booked,0,8,As a user I want to see when my task creation dates on a calendar.,To do,toferwon,None,07-10-2020 11:19,None,None
ChicoState/Booked,0,7,"as a returning user, I want to see the results from my last site use present on every use",In progress,danielv1777,None,30-09-2020 12:52,None,None
ChicoState/Booked,0,5,"As a busy person, I want a simple way to add to my To-Do",In progress,kgbchambers,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,7,"as a returning user, I want to see the results from my last site use present on every use",To do,danielv1777,None,30-09-2020 12:52,None,None
ChicoState/Booked,0,6,As a user I want to view a calendar.,In progress,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,5,"As a busy person, I want a simple way to add to my To-Do",In progress,kgbchambers,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,1,As a group leader of a class project I want to be able to remind my group members in as little time as possible,To do,toferwon,None,23-09-2020 12:24,None,None
ChicoState/Booked,0,6,As a user I want to view a calendar.,To do,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,5,"As a busy person, I want a simple way to add to my To-Do",To do,kgbchambers,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,4,"As a team member, I want to know when another person finishes their task so I can plan around what is left to do",To do,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,3,As a teacher who frequently leads group projects I want to monitor my students progress so I can evaluate which students are participating in group work.,To do,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,2,As a student I want to become more motivated and excited to participate in group projects so I can enjoy the process instead of dreading it.,In progress,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,17,As a forgetful student I want something that can remind me of due dates so I can turn in assignments on time.,In progress,toferwon,None,19-10-2020 12:45,None,None
ChicoState/Booked,0,18,As an employer I want to keep track of my employees so i know what they get done today.,In progress,toferwon,None,19-10-2020 12:46,None,None
ChicoState/Booked,0,19,As a student I want a way to evenly distribute group projects so I don’t end up doing everything.,In progress,toferwon,None,19-10-2020 12:46,None,None
ChicoState/Booked,0,20,As a student I want a tool to organize a sub-project with one team member in the group so we are clear about how we are sharing the work.,In progress,toferwon,None,19-10-2020 12:47,None,None
ChicoState/Booked,0,16,As a student often overwhelmed by notifications I want to receive notifications in an enjoyable way so I will be encouraged to actually read them.,In progress,toferwon,None,19-10-2020 12:45,None,None
ChicoState/Booked,0,4,"As a team member, I want to know when another person finishes their task so I can plan around what is left to do",In progress,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,3,As a teacher who frequently leads group projects I want to monitor my students progress so I can evaluate which students are participating in group work.,In progress,toferwon,None,23-09-2020 12:25,None,None
ChicoState/Booked,0,1,As a group leader of a class project I want to be able to remind my group members in as little time as possible,In progress,toferwon,None,23-09-2020 12:24,None,None

ChicoState/GroceryPals,0,6,customer creates a list is able to retrieve the list for future use.,In progress,None,None,08-11-2020 17:15,None,None
ChicoState/GroceryPals,0,6,customer creates a list is able to retrieve the list for future use.,To do,None,None,08-11-2020 17:15,None,None
ChicoState/GroceryPals,0,5,A Chico state student is looking for the best deal on beer.,In progress,None,None,08-11-2020 16:11,None,None
ChicoState/GroceryPals,0,1,"A family is looking for soda for a birthday party, and wants to check and see if the store has the soda in stock.",To do,None,None,28-09-2020 15:10,None,None
ChicoState/GroceryPals,0,1,"A family is looking for soda for a birthday party, and wants to check and see if the store has the soda in stock.",In progress,None,None,28-09-2020 15:10,None,None
ChicoState/GroceryPals,0,3,A shopper wants to create a list of items they need from the grocery store,In progress,mnguyen1996,None,05-10-2020 15:06,None,None
ChicoState/GroceryPals,0,4,A students wants to see the closest stores from their location,In progress,Mscheer75,None,05-10-2020 15:06,None,None
ChicoState/GroceryPals,0,4,A students wants to see the closest stores from their location,To do,Mscheer75,None,05-10-2020 15:06,None,None
ChicoState/GroceryPals,0,3,A shopper wants to create a list of items they need from the grocery store,To do,mnguyen1996,None,05-10-2020 15:06,None,None
ChicoState/GroceryPals,0,1,"A family is looking for soda for a birthday party, and wants to check and see if the store has the soda in stock.",To do,None,None,28-09-2020 15:10,None,None
ChicoState/Gruvest,0,32,Pitcher Advice,Done,blueweaver,None,05-11-2020 14:47,07-12-2020 14:06,blueweaver
ChicoState/Gruvest,0,31,Subscriptions,Done,"blueweaver,jhowell1",None,05-11-2020 14:42,11-12-2020 13:38,blueweaver
ChicoState/Gruvest,0,28,Subscription Button,Done,blueweaver,None,20-10-2020 21:03,07-12-2020 14:05,blueweaver
ChicoState/Gruvest,0,27,Create Login and Registration Pages,Done,blueweaver,None,20-10-2020 21:01,02-11-2020 12:04,blueweaver
ChicoState/Gruvest,0,20,Funds view/Subscription display,Done,blueweaver,None,13-10-2020 10:15,07-12-2020 14:05,blueweaver
ChicoState/Gruvest,0,19,Pitches Detail View,Done,jhowell1,None,13-10-2020 10:04,14-10-2020 12:18,jhowell1
ChicoState/Gruvest,0,15,UI Design,Done,"blueweaver,0hana,jhowell1",None,05-10-2020 14:57,17-10-2020 22:37,blueweaver
ChicoState/Gruvest,0,14,Pitches Page,Done,"blueweaver,jhowell1",None,05-10-2020 14:52,12-10-2020 15:28,jhowell1
ChicoState/Gruvest,0,5,user page,Done,0hana,None,20-09-2020 20:09,11-12-2020 13:38,blueweaver
ChicoState/Gruvest,0,4,Add comment system,Done,"blueweaver,jhowell1",None,20-09-2020 20:09,05-10-2020 12:13,jhowell1
ChicoState/Gruvest,0,3,Add an upvote and downvote system,Done,"blueweaver,jhowell1",None,20-09-2020 20:05,05-10-2020 12:10,jhowell1
ChicoState/Gruvest,0,1,Discussion with other users ,Done,blueweaver,None,20-09-2020 19:59,30-09-2020 12:46,blueweaver
ChicoState/Gruvest,0,3,Add an upvote and downvote system,To do,"blueweaver,jhowell1",None,20-09-2020 20:05,None,None
ChicoState/Gruvest,0,3,Add an upvote and downvote system,In progress,"blueweaver,jhowell1",None,20-09-2020 20:05,None,None
ChicoState/Gruvest,0,1,Discussion with other users ,To do,blueweaver,None,20-09-2020 19:59,None,None
ChicoState/Gruvest,0,4,Add comment system,To do,"blueweaver,jhowell1",None,20-09-2020 20:09,None,None
ChicoState/Gruvest,0,3,Add an upvote and downvote system,To do,"blueweaver,jhowell1",None,20-09-2020 20:05,None,None
ChicoState/Gruvest,0,20,Funds view/Subscription display,In progress,blueweaver,None,13-10-2020 10:15,None,None
ChicoState/Gruvest,0,19,Pitches Detail View,In progress,jhowell1,None,13-10-2020 10:04,None,None
ChicoState/Gruvest,0,15,UI Design,In progress,"blueweaver,0hana,jhowell1",None,05-10-2020 14:57,None,None
ChicoState/Gruvest,0,14,Pitches Page,In progress,"blueweaver,jhowell1",None,05-10-2020 14:52,None,None
ChicoState/Gruvest,0,15,UI Design,To do,"blueweaver,0hana,jhowell1",None,05-10-2020 14:57,None,None
ChicoState/Gruvest,0,14,Pitches Page,To do,"blueweaver,jhowell1",None,05-10-2020 14:52,None,None
ChicoState/Gruvest,0,6,Summary and Pitcher Ranking,To do,"0hana,jhowell1",None,20-09-2020 21:00,None,None
ChicoState/Gruvest,0,5,user page,In progress,0hana,None,20-09-2020 20:09,None,None
ChicoState/Gruvest,0,5,user page,To do,0hana,None,20-09-2020 20:09,None,None
ChicoState/Gruvest,0,3,Add an upvote and downvote system,In progress,"blueweaver,jhowell1",None,20-09-2020 20:05,None,None
ChicoState/Gruvest,0,4,Add comment system,In progress,"blueweaver,jhowell1",None,20-09-2020 20:09,None,None
