Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Issue Created At,Issue Closed At,Closed By
ChicoState/MoneyPool,0,6,"As a customer, I want a way to suggest things that might be needed or useful on the trip (so others may choose to bring them). [2]",In progress,"ChaseMay,kcrisci94",None,21-09-2020 12:23,None,None
ChicoState/MoneyPool,0,6,"As a customer, I want a way to suggest things that might be needed or useful on the trip (so others may choose to bring them). [2]",To do,"ChaseMay,kcrisci94",None,21-09-2020 12:23,None,None
ChicoState/MoneyPool,0,19,"As a user, I want to be able to navigate among different trips and view profiles. [1]",In progress,ChaseMay,None,05-10-2020 12:23,None,None
ChicoState/MoneyPool,0,11,"As a general user, I want a way to see upcoming public events posted by other people [2].",To do,"kcrisci94,jacobGildea33",None,21-09-2020 12:23,None,None
ChicoState/MoneyPool,0,15,As a user I would like to be able to make a profile to classify myself within this program.,To do,None,None,21-09-2020 12:50,None,None
ChicoState/MoneyPool,0,11,"As a general user, I want a way to see upcoming public events posted by other people [2].",In progress,"kcrisci94,jacobGildea33",None,21-09-2020 12:23,None,None
ChicoState/MoneyPool,0,17,"As a user, I would like to register an account with MoneyPool. [1]",In progress,kcrisci94,None,28-09-2020 12:33,None,None
ChicoState/MoneyPool,0,16,"As a user, I would like to sign in and register my own account. [1]",In progress,kcrisci94,None,28-09-2020 12:31,None,None
ChicoState/MoneyPool,0,15,As a user I would like to be able to make a profile to classify myself within this program.,To do,None,None,21-09-2020 12:50,None,None
ChicoState/MoneyPool,0,14,"As a customer, I want a way to see trips that have been suggested by other people [2].",To do,None,None,21-09-2020 12:44,None,None
ChicoState/MoneyPool,0,14,"As a customer, I want a way to see trips that have been suggested by other people [2].",To do,None,None,21-09-2020 12:44,None,None
ChicoState/MoneyPool,0,13,"As a general user, I want a way to find friends on the app in order to invite them to a trip. I also want to save these friends as contacts [2]",To do,kcrisci94,None,21-09-2020 12:24,None,None
ChicoState/MoneyPool,0,12,"As a general user, I want a way to communicate with others who are going on this trip. [4]",To do,None,None,21-09-2020 12:23,None,None
ChicoState/MoneyPool,0,11,"As a general user, I want a way to see upcoming public events posted by other people [2].",To do,"kcrisci94,jacobGildea33",None,21-09-2020 12:23,None,None
ChicoState/PedalMaps,0,29,"As a rider, I would like to be able to see where I've gone on my ride",Done,JohnAnthony98,None,05-11-2020 15:08,07-12-2020 12:00,JohnAnthony98
ChicoState/PedalMaps,0,17,"As a user, when I end a ride I want to save that trail information.",Done,cbfiggins,None,08-10-2020 15:04,15-11-2020 14:50,cbfiggins
ChicoState/PedalMaps,0,15,"As a biker, I would like to be able to see my location on a map",Done,Vulfenstein,None,07-10-2020 19:40,17-10-2020 20:46,Vulfenstein
ChicoState/PedalMaps,0,13,"As a rider, I want to be able to track the time of my bike ride.",Done,Vulfenstein,None,05-10-2020 18:56,05-10-2020 18:58,cbfiggins
ChicoState/PedalMaps,0,12,"As a rider, I want to be able to pause and resume my trail tracking in the middle of my ride",Done,cbfiggins,None,05-10-2020 12:32,25-10-2020 12:00,cbfiggins
ChicoState/PedalMaps,0,11,"As a biker, I would like to be able to see my location on a map",Done,None,None,05-10-2020 11:49,07-10-2020 19:40,Vulfenstein
ChicoState/PedalMaps,0,8,As a user I would like to have multiple pages on my app,Done,"Vulfenstein,cbfiggins",None,17-09-2020 16:44,05-10-2020 11:28,cbfiggins
ChicoState/PedalMaps,0,3,"As a rider, I want to be able to know if the trail is for mountain bikes or road bikes.",Done,cbfiggins,None,17-09-2020 16:21,05-11-2020 15:09,cbfiggins
ChicoState/PedalMaps,0,2,"As an avid biker, I want to be able to see trails near me",Done,Vulfenstein,None,17-09-2020 16:21,07-12-2020 12:00,JohnAnthony98
ChicoState/PedalMaps,0,1,"As a bike rider, I want to be able to track the mileage of my bike ride.",Done,JohnAnthony98,None,17-09-2020 16:18,05-11-2020 15:09,JohnAnthony98
ChicoState/PedalMaps,0,2,"As an avid biker, I want to be able to see trails near me",To do,Vulfenstein,None,17-09-2020 16:21,None,None
ChicoState/PedalMaps,0,19,As a rider I would like to be able to track total distance traveled on bike,To do,None,None,08-10-2020 15:09,None,None
ChicoState/PedalMaps,0,19,As a rider I would like to be able to track total distance traveled on bike,To do,None,None,08-10-2020 15:09,None,None
ChicoState/PedalMaps,0,1,"As a bike rider, I want to be able to track the mileage of my bike ride.",In progress,JohnAnthony98,None,17-09-2020 16:18,None,None
ChicoState/PedalMaps,0,17,"As a user, when I end a ride I want to save that trail information.",In progress,cbfiggins,None,08-10-2020 15:04,None,None
ChicoState/PedalMaps,0,15,"As a biker, I would like to be able to see my location on a map",In progress,Vulfenstein,None,07-10-2020 19:40,None,None
ChicoState/PedalMaps,0,15,"As a biker, I would like to be able to see my location on a map",To do,Vulfenstein,None,07-10-2020 19:40,None,None
ChicoState/PedalMaps,0,13,"As a rider, I want to be able to track the time of my bike ride.",To do,Vulfenstein,None,05-10-2020 18:56,None,None
ChicoState/PedalMaps,0,12,"As a rider, I want to be able to pause and resume my trail tracking in the middle of my ride",In progress,cbfiggins,None,05-10-2020 12:32,None,None
ChicoState/PedalMaps,0,12,"As a rider, I want to be able to pause and resume my trail tracking in the middle of my ride",To do,cbfiggins,None,05-10-2020 12:32,None,None
ChicoState/PedalMaps,0,8,As a user I would like to have multiple pages on my app,In progress,"Vulfenstein,cbfiggins",None,17-09-2020 16:44,None,None
ChicoState/PedalMaps,0,8,As a user I would like to have multiple pages on my app,To do,"Vulfenstein,cbfiggins",None,17-09-2020 16:44,None,None
ChicoState/PedalMaps,0,1,"As a bike rider, I want to be able to track the mileage of my bike ride.",To do,JohnAnthony98,None,17-09-2020 16:18,None,None
ChicoState/Playbuddy,0,86,"User Story: As a user, I want to be able to suspend my listing temporarily in case I've found a group",Done,None,None,10-12-2020 12:44,10-12-2020 12:45,RetroJect
ChicoState/Playbuddy,0,80,clean up frontend,Done,mansidogra1,None,02-12-2020 15:28,09-12-2020 12:02,RetroJect
ChicoState/Playbuddy,0,78,Backend: Add tests with Jest,Done,Zungrysoft,None,02-12-2020 15:14,08-12-2020 17:40,th3n1ghtmanc0m3th
ChicoState/Playbuddy,0,77,Frontend: Add page for creating an Activity,Done,th3n1ghtmanc0m3th,None,02-12-2020 15:14,08-12-2020 15:31,RetroJect
ChicoState/Playbuddy,0,64,"Backend: Add ""POST editUser"" route",Done,RetroJect,None,02-11-2020 11:30,30-11-2020 15:16,th3n1ghtmanc0m3th
ChicoState/Playbuddy,0,63,"Backend: Add ""GET search"" route",Done,None,None,02-11-2020 11:29,02-11-2020 11:29,RetroJect
ChicoState/Playbuddy,0,62,"Backend: Add ""POST createUser"" route",Done,RetroJect,None,02-11-2020 11:29,29-11-2020 15:45,RetroJect
ChicoState/Playbuddy,0,61,"Backend: Add ""GET user"" route",Done,RetroJect,None,02-11-2020 11:29,30-11-2020 15:16,th3n1ghtmanc0m3th
ChicoState/Playbuddy,0,51,Frontend: Pass authentication details to all backend routes,Done,th3n1ghtmanc0m3th,None,19-10-2020 15:21,02-12-2020 15:04,Zungrysoft
ChicoState/Playbuddy,0,50,Backend: Implement authentication to relevant routes,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:20,26-10-2020 00:28,Zungrysoft
ChicoState/Playbuddy,0,47,Backend: Add ability to sort and filter activity list by location and time of creation,Done,mansidogra1,None,19-10-2020 15:12,28-10-2020 15:04,mansidogra1
ChicoState/Playbuddy,0,46,Frontend: Add UI for activity list filter,Done,mansidogra1,None,19-10-2020 15:11,16-11-2020 21:08,mansidogra1
ChicoState/Playbuddy,0,45,"Backend: Add ""create account"" route",Done,"RetroJect,Zungrysoft",None,19-10-2020 15:10,26-10-2020 15:12,Zungrysoft
ChicoState/Playbuddy,0,44,Backend: Add logout route,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:10,26-10-2020 00:28,Zungrysoft
ChicoState/Playbuddy,0,43,Backend: Add login route,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:09,26-10-2020 00:28,Zungrysoft
ChicoState/Playbuddy,0,42,Backend: Add Authentication Middleware,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:09,26-10-2020 00:28,Zungrysoft
ChicoState/Playbuddy,0,41,Create repository documentation,Done,RetroJect,Improvements or additions to documentation,16-10-2020 19:25,31-10-2020 22:39,Zungrysoft
ChicoState/Playbuddy,0,38,Frontend: Add app navigation bar,Done,RetroJect,None,14-10-2020 09:47,14-10-2020 14:37,Zungrysoft
ChicoState/Playbuddy,0,35,Frontend: Connect activity list and view pages with backend,Done,mansidogra1,None,12-10-2020 10:12,16-11-2020 21:08,mansidogra1
ChicoState/Playbuddy,0,33,Backend: Add request for editing user profile.,Done,mansidogra1,None,07-10-2020 15:45,16-11-2020 21:08,mansidogra1
ChicoState/Playbuddy,0,32,Backend: Add request for editing activities,Done,Zungrysoft,None,07-10-2020 15:44,31-10-2020 17:35,Zungrysoft
ChicoState/Playbuddy,0,31,Backend: Add create request for activity.,Done,Zungrysoft,None,07-10-2020 15:43,14-10-2020 15:37,RetroJect
ChicoState/Playbuddy,0,29,Frontend: Add view activity page,Done,None,This issue or pull request already exists,07-10-2020 11:29,07-10-2020 14:10,Zungrysoft
ChicoState/Playbuddy,0,28,Frontend: Add activity list page,Done,th3n1ghtmanc0m3th,None,07-10-2020 11:25,14-10-2020 15:12,Zungrysoft
ChicoState/Playbuddy,0,27,Backend: Add get request for activity,Done,Zungrysoft,None,07-10-2020 11:23,14-10-2020 15:37,RetroJect
ChicoState/Playbuddy,0,26,Backend: Add model for activity,Done,Zungrysoft,None,07-10-2020 11:22,14-10-2020 14:40,Zungrysoft
ChicoState/Playbuddy,0,25,Frontend: Add view activity page.,Done,None,None,07-10-2020 11:21,07-10-2020 11:25,RetroJect
ChicoState/Playbuddy,0,24,Backend: Create User Model,Done,Zungrysoft,New feature or request,06-10-2020 20:09,14-10-2020 14:40,Zungrysoft
ChicoState/Playbuddy,0,23,Backend: Setup Database,Done,"RetroJect,Zungrysoft",New feature or request,06-10-2020 20:09,14-10-2020 14:40,Zungrysoft
ChicoState/Playbuddy,0,17,Frontend: Add Eslint configuration,Done,RetroJect,None,23-09-2020 20:27,26-09-2020 13:09,RetroJect
ChicoState/Playbuddy,0,16,Backend: Add Eslint configuration,Done,RetroJect,None,23-09-2020 20:27,26-09-2020 13:09,RetroJect
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",Done,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,18-10-2020 05:46,Zungrysoft
ChicoState/Playbuddy,0,13,Backend: Setup basic express routing,Done,RetroJect,None,23-09-2020 20:11,05-10-2020 17:32,Zungrysoft
ChicoState/Playbuddy,0,12,Backend: Add connection to database,Done,"RetroJect,Zungrysoft",None,23-09-2020 20:10,14-10-2020 14:40,Zungrysoft
ChicoState/Playbuddy,0,11,"Frontend: Add ""Home"" page",Done,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:10,07-10-2020 15:30,RetroJect
ChicoState/Playbuddy,0,10,Frontend: Add basic React setup,Done,None,None,23-09-2020 20:10,26-09-2020 14:59,RetroJect
ChicoState/Playbuddy,0,9,Backend: Install express,Done,RetroJect,None,23-09-2020 20:10,05-10-2020 17:32,Zungrysoft
ChicoState/Playbuddy,0,8,Add Travis CI integration,Done,RetroJect,travis-ci.org,23-09-2020 20:10,19-11-2020 11:11,th3n1ghtmanc0m3th
ChicoState/Playbuddy,0,6,Setup base node files,Done,None,None,23-09-2020 15:40,23-09-2020 15:47,RetroJect
ChicoState/Playbuddy,0,3,"User Story: As a user, I would like to make posts describing my event/game",Done,"RetroJect,Zungrysoft,mansidogra1,th3n1ghtmanc0m3th,Viraj-Sonavane",None,20-09-2020 20:14,27-10-2020 02:00,Zungrysoft
ChicoState/Playbuddy,0,18,Eslint setup,In progress,RetroJect,New feature or request,23-09-2020 20:58,None,None
ChicoState/Playbuddy,0,17,Frontend: Add Eslint configuration,In progress,RetroJect,None,23-09-2020 20:27,None,None
ChicoState/Playbuddy,0,17,Frontend: Add Eslint configuration,To do,RetroJect,None,23-09-2020 20:27,None,None
ChicoState/Playbuddy,0,16,Backend: Add Eslint configuration,In progress,RetroJect,None,23-09-2020 20:27,None,None
ChicoState/Playbuddy,0,16,Backend: Add Eslint configuration,To do,RetroJect,None,23-09-2020 20:27,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,In progress,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,14,"Frontend: Add ""User Profile"" page",In progress,"mansidogra1,Viraj-Sonavane",New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,10,Frontend: Add basic React setup,In progress,None,None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,12,Backend: Add connection to database,In progress,"RetroJect,Zungrysoft",None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,13,Backend: Setup basic express routing,In progress,RetroJect,None,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,9,Backend: Install express,In progress,RetroJect,None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,11,"Frontend: Add ""Home"" page",In progress,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",In progress,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",To do,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,14,"Frontend: Add ""User Profile"" page",To do,"mansidogra1,Viraj-Sonavane",New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,13,Backend: Setup basic express routing,To do,RetroJect,None,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,12,Backend: Add connection to database,To do,"RetroJect,Zungrysoft",None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,11,"Frontend: Add ""Home"" page",To do,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,10,Frontend: Add basic React setup,To do,None,None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,9,Backend: Install express,To do,RetroJect,None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,To do,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,5,"As I user, I would like to be able to delete my account",In progress,"mansidogra1,Viraj-Sonavane",None,21-09-2020 15:21,None,None
ChicoState/Playbuddy,0,1,"User Story: As a user, I would like to follow/connect with other users",In progress,Zungrysoft,None,20-09-2020 20:10,None,None
ChicoState/Playbuddy,0,7,"Add package.json files, and gitignore",Reviewer approved,RetroJect,None,23-09-2020 15:41,None,None
ChicoState/Playbuddy,0,7,"Add package.json files, and gitignore",In progress,RetroJect,None,23-09-2020 15:41,None,None
ChicoState/Playbuddy,0,6,Setup base node files,To do,None,None,23-09-2020 15:40,None,None
ChicoState/Playbuddy,0,5,"As I user, I would like to be able to delete my account",In progress,"mansidogra1,Viraj-Sonavane",None,21-09-2020 15:21,None,None
ChicoState/Playbuddy,0,3,"User Story: As a user, I would like to make posts describing my event/game",In progress,"RetroJect,Zungrysoft,mansidogra1,th3n1ghtmanc0m3th,Viraj-Sonavane",None,20-09-2020 20:14,None,None
ChicoState/Playbuddy,0,4,"User story: As a user, I'd like to respond to other user's posts",In progress,"RetroJect,Zungrysoft,mansidogra1,th3n1ghtmanc0m3th,Viraj-Sonavane",None,20-09-2020 20:14,None,None
ChicoState/Playbuddy,0,4,"User story: As a user, I'd like to respond to other user's posts",In progress,"RetroJect,Zungrysoft,mansidogra1,th3n1ghtmanc0m3th,Viraj-Sonavane",None,20-09-2020 20:14,None,None
ChicoState/Playbuddy,0,2,"User story: As a user,  I would like to have a profile that other users can view",In progress,RetroJect,None,20-09-2020 20:12,None,None
ChicoState/Playbuddy,0,3,"User Story: As a user, I would like to make posts describing my event/game",In progress,"RetroJect,Zungrysoft,mansidogra1,th3n1ghtmanc0m3th,Viraj-Sonavane",None,20-09-2020 20:14,None,None
ChicoState/Playbuddy,0,1,"User Story: As a user, I would like to follow/connect with other users",In progress,Zungrysoft,None,20-09-2020 20:10,None,None
ChicoState/Playbuddy,0,29,Frontend: Add view activity page,To do,None,This issue or pull request already exists,07-10-2020 11:29,None,None
ChicoState/Playbuddy,0,26,Backend: Add model for activity,To do,Zungrysoft,None,07-10-2020 11:22,None,None
ChicoState/Playbuddy,0,27,Backend: Add get request for activity,To do,Zungrysoft,None,07-10-2020 11:23,None,None
ChicoState/Playbuddy,0,28,Frontend: Add activity list page,To do,th3n1ghtmanc0m3th,None,07-10-2020 11:25,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",In progress,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,24,Backend: Create User Model,In progress,Zungrysoft,New feature or request,06-10-2020 20:09,None,None
ChicoState/Playbuddy,0,23,Backend: Setup Database,In progress,"RetroJect,Zungrysoft",New feature or request,06-10-2020 20:09,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,In progress,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,21,Express setup,Reviewer approved,RetroJect,New feature or request,04-10-2020 15:37,None,None
ChicoState/Playbuddy,0,22,initial draft of home page: added pages and components folder,Review in progress,th3n1ghtmanc0m3th,None,04-10-2020 16:45,None,None
ChicoState/Playbuddy,0,22,initial draft of home page: added pages and components folder,In progress,th3n1ghtmanc0m3th,None,04-10-2020 16:45,None,None
ChicoState/Playbuddy,0,21,Express setup,In progress,RetroJect,New feature or request,04-10-2020 15:37,None,Joseph-Levin
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",To do,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,To do,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,12,Backend: Add connection to database,To do,"RetroJect,Zungrysoft",None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",In progress,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,20,Add React Router and basic routing,Reviewer approved,RetroJect,New feature or request,28-09-2020 16:28,None,None
ChicoState/Playbuddy,0,20,Add React Router and basic routing,In progress,RetroJect,New feature or request,28-09-2020 16:28,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",To do,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,5,"As I user, I would like to be able to delete my account",In progress,"mansidogra1,Viraj-Sonavane",None,21-09-2020 15:21,None,None
ChicoState/Playbuddy,0,5,"As I user, I would like to be able to delete my account",In progress,"mansidogra1,Viraj-Sonavane",None,21-09-2020 15:21,None,None
ChicoState/Playbuddy,0,2,"User story: As a user,  I would like to have a profile that other users can view",In progress,RetroJect,None,20-09-2020 20:12,None,None
ChicoState/Playbuddy,0,19,Create React App,In progress,RetroJect,New feature or request,26-09-2020 14:50,None,None
ChicoState/Playbuddy,0,29,Frontend: Add view activity page,To do,None,This issue or pull request already exists,07-10-2020 11:29,None,None
ChicoState/Playbuddy,0,26,Backend: Add model for activity,To do,Zungrysoft,None,07-10-2020 11:22,None,None
ChicoState/Playbuddy,0,27,Backend: Add get request for activity,To do,Zungrysoft,None,07-10-2020 11:23,None,None
ChicoState/Playbuddy,0,28,Frontend: Add activity list page,To do,th3n1ghtmanc0m3th,None,07-10-2020 11:25,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",In progress,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,24,Backend: Create User Model,In progress,Zungrysoft,New feature or request,06-10-2020 20:09,None,None
ChicoState/Playbuddy,0,23,Backend: Setup Database,In progress,"RetroJect,Zungrysoft",New feature or request,06-10-2020 20:09,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,In progress,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,21,Express setup,Reviewer approved,RetroJect,New feature or request,04-10-2020 15:37,None,None
ChicoState/Playbuddy,0,22,initial draft of home page: added pages and components folder,Review in progress,th3n1ghtmanc0m3th,None,04-10-2020 16:45,None,None
ChicoState/Playbuddy,0,22,initial draft of home page: added pages and components folder,In progress,th3n1ghtmanc0m3th,None,04-10-2020 16:45,None,None
ChicoState/Playbuddy,0,21,Express setup,In progress,RetroJect,New feature or request,04-10-2020 15:37,None,Joseph-Levin
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",To do,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,To do,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,12,Backend: Add connection to database,To do,"RetroJect,Zungrysoft",None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",In progress,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,20,Add React Router and basic routing,Reviewer approved,RetroJect,New feature or request,28-09-2020 16:28,None,None
ChicoState/Playbuddy,0,20,Add React Router and basic routing,In progress,RetroJect,New feature or request,28-09-2020 16:28,None,None
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",To do,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,5,"As I user, I would like to be able to delete my account",In progress,"mansidogra1,Viraj-Sonavane",None,21-09-2020 15:21,None,None
ChicoState/Playbuddy,0,5,"As I user, I would like to be able to delete my account",In progress,"mansidogra1,Viraj-Sonavane",None,21-09-2020 15:21,None,None
ChicoState/Playbuddy,0,2,"User story: As a user,  I would like to have a profile that other users can view",In progress,RetroJect,None,20-09-2020 20:12,None,None
ChicoState/Playbuddy,0,19,Create React App,In progress,RetroJect,New feature or request,26-09-2020 14:50,None,None
ChicoState/Playbuddy,0,39,Add basic app bar,Reviewer approved,RetroJect,None,14-10-2020 10:17,None,None
ChicoState/Playbuddy,0,36,Added base code for activity requests.,Reviewer approved,Zungrysoft,None,12-10-2020 16:55,None,None
ChicoState/Playbuddy,0,37,Create database connection and add basic models,Reviewer approved,RetroJect,None,14-10-2020 09:40,None,None
ChicoState/Playbuddy,0,39,Add basic app bar,In progress,RetroJect,None,14-10-2020 10:17,None,None
ChicoState/Playbuddy,0,38,Frontend: Add app navigation bar,In progress,RetroJect,None,14-10-2020 09:47,None,None
ChicoState/Playbuddy,0,24,Backend: Create User Model,In progress,Zungrysoft,New feature or request,06-10-2020 20:09,None,None
ChicoState/Playbuddy,0,36,Added base code for activity requests.,In progress,Zungrysoft,None,12-10-2020 16:55,None,None
ChicoState/Playbuddy,0,37,Create database connection and add basic models,In progress,RetroJect,None,14-10-2020 09:40,None,dlhedglin
ChicoState/Playbuddy,0,34,Commits for Issue 15,Review in progress,th3n1ghtmanc0m3th,None,11-10-2020 21:12,None,dlhedglin
ChicoState/Playbuddy,0,34,Commits for Issue 15,In progress,th3n1ghtmanc0m3th,None,11-10-2020 21:12,None,None
ChicoState/Playbuddy,0,35,Frontend: Connect activity list and view pages with backend,In progress,mansidogra1,None,12-10-2020 10:12,None,None
ChicoState/Playbuddy,0,12,Backend: Add connection to database,In progress,"RetroJect,Zungrysoft",None,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,35,Frontend: Connect activity list and view pages with backend,To do,mansidogra1,None,12-10-2020 10:12,None,None
ChicoState/Playbuddy,0,32,Backend: Add request for editing activities,To do,Zungrysoft,None,07-10-2020 15:44,None,None
ChicoState/Playbuddy,0,24,Backend: Create User Model,To do,Zungrysoft,New feature or request,06-10-2020 20:09,None,None
ChicoState/Playbuddy,0,14,"Frontend: Add ""User Profile"" page",To do,"mansidogra1,Viraj-Sonavane",New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,To do,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,33,Backend: Add request for editing user profile.,To do,mansidogra1,None,07-10-2020 15:45,None,None
ChicoState/Playbuddy,0,32,Backend: Add request for editing activities,In progress,Zungrysoft,None,07-10-2020 15:44,None,None
ChicoState/Playbuddy,0,31,Backend: Add create request for activity.,In progress,Zungrysoft,None,07-10-2020 15:43,None,None
ChicoState/Playbuddy,0,32,Backend: Add request for editing activities,To do,Zungrysoft,None,07-10-2020 15:44,None,None
ChicoState/Playbuddy,0,31,Backend: Add create request for activity.,To do,Zungrysoft,None,07-10-2020 15:43,None,None
ChicoState/Playbuddy,0,26,Backend: Add model for activity,In progress,Zungrysoft,None,07-10-2020 11:22,None,None
ChicoState/Playbuddy,0,27,Backend: Add get request for activity,In progress,Zungrysoft,None,07-10-2020 11:23,None,None
ChicoState/Playbuddy,0,28,Frontend: Add activity list page,In progress,th3n1ghtmanc0m3th,None,07-10-2020 11:25,None,None
ChicoState/Playbuddy,0,30,Added ui plan,Reviewer approved,None,None,07-10-2020 15:39,None,None
ChicoState/Playbuddy,0,30,Added ui plan,In progress,None,None,07-10-2020 15:39,None,None
ChicoState/Playbuddy,0,22,initial draft of home page: added pages and components folder,Reviewer approved,th3n1ghtmanc0m3th,None,04-10-2020 16:45,None,None
ChicoState/Playbuddy,0,52,Local auth setup,Reviewer approved,RetroJect,None,21-10-2020 20:06,None,None
ChicoState/Playbuddy,0,52,Local auth setup,In progress,RetroJect,None,21-10-2020 20:06,None,None
ChicoState/Playbuddy,0,42,Backend: Add Authentication Middleware,In progress,"RetroJect,Zungrysoft",None,19-10-2020 15:09,None,LWZearfoss
ChicoState/Playbuddy,0,43,Backend: Add login route,In progress,"RetroJect,Zungrysoft",None,19-10-2020 15:09,None,None
ChicoState/Playbuddy,0,44,Backend: Add logout route,In progress,"RetroJect,Zungrysoft",None,19-10-2020 15:10,None,None
ChicoState/Playbuddy,0,45,"Backend: Add ""create account"" route",In progress,"RetroJect,Zungrysoft",None,19-10-2020 15:10,None,None
ChicoState/Playbuddy,0,51,Frontend: Pass authentication details to all backend routes,In progress,th3n1ghtmanc0m3th,None,19-10-2020 15:21,None,None
ChicoState/Playbuddy,0,50,Backend: Implement authentication to relevant routes,In progress,"RetroJect,Zungrysoft",None,19-10-2020 15:20,None,None
ChicoState/Playbuddy,0,51,Frontend: Pass authentication details to all backend routes,To do,th3n1ghtmanc0m3th,None,19-10-2020 15:21,None,None
ChicoState/Playbuddy,0,50,Backend: Implement authentication to relevant routes,To do,"RetroJect,Zungrysoft",None,19-10-2020 15:20,None,None
ChicoState/Playbuddy,0,49,Frontend: Force user to select a scheduled time when creating an activity,To do,mansidogra1,None,19-10-2020 15:15,None,None
ChicoState/Playbuddy,0,48,Frontend: Pass the user's current location to the backend when sorting or filtering by distance.,To do,mansidogra1,None,19-10-2020 15:14,None,None
ChicoState/Playbuddy,0,47,Backend: Add ability to sort and filter activity list by location and time of creation,To do,mansidogra1,None,19-10-2020 15:12,None,None
ChicoState/Playbuddy,0,46,Frontend: Add UI for activity list filter,To do,mansidogra1,None,19-10-2020 15:11,None,None
ChicoState/Playbuddy,0,45,"Backend: Add ""create account"" route",To do,"RetroJect,Zungrysoft",None,19-10-2020 15:10,None,None
